path:hsa01100	Metabolic_pathways
pathway_1266695	Interleukin-7_signaling
pathway_1059683	Interleukin-6_signaling
pathway_392499	Metabolism_of_proteins
pathway_5683826	Surfactant_metabolism
pathway_72766	Translation
pathway_72764	Eukaryotic_Translation_Termination
pathway_156842	Eukaryotic_Translation_Elongation
pathway_156902	Peptide_chain_elongation
pathway_1799339	SRP-dependent_cotranslational_protein_targeting_to_membrane
pathway_72613	Eukaryotic_Translation_Initiation
pathway_72737	Cap-dependent_Translation_Initiation
pathway_72695	Formation_of_the_ternary_complex,_and_subsequently,_the_43S_complex
pathway_72706	GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit
pathway_72662	Activation_of_the_mRNA_upon_binding_of_the_cap-binding_complex_and_eIFs,_and_subsequent_binding_to_43S
pathway_72649	Translation_initiation_complex_formation
pathway_72702	Ribosomal_scanning_and_start_codon_recognition
pathway_72689	Formation_of_a_pool_of_free_40S_subunits
pathway_72731	Recycling_of_eIF2:GDP
pathway_156827	L13a-mediated_translational_silencing_of_Ceruloplasmin_expression
pathway_1268020	Mitochondrial_protein_import
pathway_381119	Unfolded_Protein_Response_(UPR)
pathway_381042	PERK_regulates_gene_expression
pathway_380994	ATF4_activates_genes
pathway_381070	IRE1alpha_activates_chaperones
pathway_381038	XBP1(S)_activates_chaperone_genes
pathway_381033	ATF6-alpha_activates_chaperones
pathway_381183	ATF6-alpha_activates_chaperone_genes
pathway_597592	Post-translational_protein_modification
pathway_163841	Gamma_carboxylation,_hypusine_formation_and_arylsulfatase_activation
pathway_204626	Hypusine_synthesis_from_eIF5A-lysine
pathway_1663150	The_activation_of_arylsulfatases
pathway_5358493	Synthesis_of_diphthamide-EEF2
pathway_159854	Gamma-carboxylation,_transport,_and_amino-terminal_cleavage_of_proteins
pathway_159740	Gamma-carboxylation_of_protein_precursors
pathway_159782	Removal_of_aminoterminal_propeptides_from_gamma-carboxylated_proteins
pathway_159763	Transport_of_gamma-carboxylated_protein_precursors_from_the_endoplasmic_reticulum_to_the_Golgi_apparatus
pathway_5173105	O-linked_glycosylation
pathway_913709	O-linked_glycosylation_of_mucins
pathway_977068	Termination_of_O-glycan_biosynthesis
pathway_5173214	O-glycosylation_of_TSR_domain-containing_proteins
pathway_446203	Asparagine_N-linked_glycosylation
pathway_532668	N-glycan_trimming_in_the_ER_and_Calnexin/Calreticulin_cycle
pathway_901042	Calnexin/calreticulin_cycle
pathway_901032	ER_Quality_Control_Compartment_(ERQC)
pathway_446193	Biosynthesis_of_the_N-glycan_precursor_(dolichol_lipid-linked_oligosaccharide,_LLO)_and_transfer_to_a_nascent_protein
pathway_446219	Synthesis_of_substrates_in_N-glycan_biosythesis
pathway_446210	Synthesis_of_UDP-N-acetyl-glucosamine
pathway_446199	Synthesis_of_Dolichyl-phosphate
pathway_162699	Synthesis_of_dolichyl-phosphate_mannose
pathway_480985	Synthesis_of_dolichyl-phosphate-glucose
pathway_4085001	Sialic_acid_metabolism
pathway_446205	Synthesis_of_GDP-mannose
pathway_948021	Transport_to_the_Golgi_and_subsequent_modification
pathway_964739	N-glycan_trimming_and_elongation_in_the_cis-Golgi
pathway_964827	Progressive_trimming_of_alpha-1,2-linked_mannose_residues_from_Man9/8/7GlcNAc2_to_produce_Man5GlcNAc2
pathway_199977	ER_to_Golgi_Anterograde_Transport
pathway_204005	COPII_(Coat_Protein_2)_Mediated_Vesicle_Transport
pathway_5694530	Cargo_concentration_in_the_ER
pathway_975576	N-glycan_antennae_elongation_in_the_medial/trans-Golgi
pathway_975577	N-Glycan_antennae_elongation
pathway_975574	Reactions_specific_to_the_hybrid_N-glycan_synthesis_pathway
pathway_975578	Reactions_specific_to_the_complex_N-glycan_synthesis_pathway
pathway_2990846	SUMOylation
pathway_3215018	Processing_and_activation_of_SUMO
pathway_3065679	SUMO_is_proteolytically_processed
pathway_3065676	SUMO_is_conjugated_to_E1_(UBA2:SAE1)
pathway_3065678	SUMO_is_transferred_from_E1_to_E2_(UBE2I,_UBC9)
pathway_3108232	SUMO_E3_ligases_SUMOylate_target_proteins
pathway_3108214	SUMOylation_of_DNA_damage_response_and_repair_proteins
pathway_163125	Post-translational_modification:_synthesis_of_GPI-anchored_proteins
pathway_162699	Synthesis_of_dolichyl-phosphate_mannose
pathway_162710	Synthesis_of_glycosylphosphatidylinositol_(GPI)
pathway_162791	Attachment_of_GPI_anchor_to_uPAR
pathway_2980736	Peptide_hormone_metabolism
pathway_209952	Peptide_hormone_biosynthesis
pathway_209822	Glycoprotein_hormones
pathway_2022377	Metabolism_of_Angiotensinogen_to_Angiotensins
pathway_264876	Insulin_processing
pathway_422085	Synthesis,_secretion,_and_deacylation_of_Ghrelin
pathway_400508	Incretin_synthesis,_secretion,_and_inactivation
pathway_381771	Synthesis,_secretion,_and_inactivation_of_Glucagon-like_Peptide-1_(GLP-1)
pathway_400511	Synthesis,_secretion,_and_inactivation_of_Glucose-dependent_Insulinotropic_Polypeptide_(GIP)
pathway_391251	Protein_folding
pathway_389977	Post-chaperonin_tubulin_folding_pathway
pathway_390466	Chaperonin-mediated_protein_folding
pathway_390471	Association_of_TriC/CCT_with_target_proteins_during_biosynthesis
pathway_389958	Cooperation_of_Prefoldin_and_TriC/CCT	in_actin_and_tubulin_folding
pathway_389957	Prefoldin_mediated_transfer_of_substrate	to_CCT/TriC
pathway_390450	Folding_of_actin_by_CCT/TriC
pathway_389960	Formation_of_tubulin_folding_intermediates_by_CCT/TriC
pathway_977225	Amyloid_formation
pathway_381426	Regulation_of_Insulin-like_Growth_Factor_(IGF)_transport_and_uptake_by_Insulin-like_Growth_Factor_Binding_Proteins_(IGFBPs)
pathway_1474165	Reproduction
pathway_1187000	Fertilization
pathway_2534343	Interaction_With_Cumulus_Cells
pathway_1300652	Sperm:Oocyte_Membrane_Binding
pathway_1300642	Sperm_Motility_And_Taxes
pathway_1300644	Interaction_With_The_Zona_Pellucida
pathway_1300645	Acrosome_Reaction
pathway_5357801	Programmed_Cell_Death
pathway_109581	Apoptosis
pathway_169911	Regulation_of_Apoptosis
pathway_211728	Regulation_of_PAK-2p34_activity_by_PS-GAP/RHG10
pathway_211733	Regulation_of_activated_PAK-2p34_by_proteasome_mediated_degradation
pathway_5357769	Caspase_activation_via_extrinsic_apoptotic_signalig_pathway
pathway_418889	Ligand-independent_caspase_activation_via_DCC
pathway_140534	Ligand-dependent_caspase_activation
pathway_69416	Dimerization_of_procaspase-8
pathway_3371378	Regulation_by_c-FLIP
pathway_75153	Apoptotic_execution	phase
pathway_111465	Apoptotic_cleavage_of_cellular_proteins
pathway_264870	Caspase-mediated_cleavage_of_cytoskeletal_proteins
pathway_351906	Apoptotic_cleavage_of_cell_adhesion	proteins
pathway_352238	Breakdown_of_the_nuclear_lamina
pathway_211736	Stimulation_of_the_cell_death_response_by_PAK-2p34
pathway_140342	Apoptosis_induced_DNA_fragmentation
pathway_211227	Activation_of_DNA_fragmentation_factor
pathway_109606	Intrinsic_Pathway_for_Apoptosis
pathway_114452	Activation_of_BH3-only_proteins
pathway_111446	Activation_of_BIM_and_translocation_to_mitochondria_
pathway_111448	Activation_of_NOXA_and_translocation_to_mitochondria
pathway_139910	Activation_of_BMF_and_translocation_to_mitochondria
pathway_111447	Activation_of_BAD_and_translocation_to_mitochondria_
pathway_139915	Activation_of_PUMA_and_translocation_to_mitochondria
pathway_111471	Apoptotic_factor-mediated_response
pathway_111469	SMAC-mediated_apoptotic_response
pathway_111463	SMAC_binds_to_IAPs_
pathway_111464	SMAC-mediated_dissociation_of_IAP:caspase_complexes_
pathway_111461	Cytochrome_c-mediated_apoptotic_response
pathway_111458	Formation_of_apoptosome
pathway_111459	Activation_of_caspases_through_apoptosome-mediated_cleavage
pathway_114294	Activation,_translocation_and_oligomerization_of_BAX
pathway_111452	Activation_and_oligomerization_of_BAK_protein
pathway_111453	BH3-only_proteins_associate_with_and_inactivate_anti-apoptotic_BCL-2_members
pathway_75108	Activation,_myristolyation_of_BID_and_translocation_to_mitochondria
pathway_111457	Release_of_apoptotic_factors_from_the_mitochondria
pathway_5218859	Regulated_Necrosis
pathway_5213460	RIPK1-mediated_regulated_necrosis
pathway_5675482	Regulation_of_necroptotic_cell_death
pathway_5218900	CASP8_activity_is_inhibited
pathway_1852241	Organelle_biogenesis_and_maintenance
pathway_5368287	Mitochondrial_translation
pathway_5389840	Mitochondrial_translation_elongation
pathway_5368286	Mitochondrial_translation_initiation
pathway_5419276	Mitochondrial_translation_termination
pathway_5617833	Assembly_of_the_primary_cilium
pathway_5620912	Anchoring_of_the_basal_body_to_the_plasma_membrane
pathway_5620924	Intraflagellar_transport
pathway_5620920	Cargo_trafficking_to_the_periciliary_membrane
pathway_5624138	Trafficking_of_myristoylated_proteins_to_the_cilium
pathway_5620922	BBSome-mediated_cargo-targeting_to_cilium
pathway_5624958	ARL13B-mediated_ciliary_trafficking_of_INPP5E
pathway_5620916	VxPx_cargo-targeting_to_cilium
pathway_1592230	Mitochondrial_biogenesis
pathway_2151201	Transcriptional_activation_of_mitochondrial_biogenesis
pathway_2151209	Activation_of_PPARGC1A_(PGC-1alpha)_by_phosphorylation
pathway_382551	Transmembrane_transport_of_small_molecules
pathway_382556	ABC-family_proteins_mediated_transport
pathway_1369007	Mitochondrial_ABC_transporters
pathway_1369062	ABC_transporters_in_lipid_homeostasis
pathway_5223345	Miscellaneous_transport_and_binding_events
pathway_445717	Aquaporin-mediated_transport
pathway_432040	Vasopressin_regulates_renal_water_homeostasis_via_Aquaporins
pathway_432047	Passive_transport_by_Aquaporins
pathway_432030	Transport_of_glycerol_from_adipocytes_to_the_liver_by_Aquaporins
pathway_917937	Iron_uptake_and_transport
pathway_917977	Transferrin_endocytosis_and_recycling
pathway_425407	SLC-mediated_transmembrane_transport
pathway_189200	Hexose_transport
pathway_70153	Glucose_transport
pathway_170822	Regulation_of_Glucokinase_by_Glucokinase_Regulatory_Protein
pathway_425366	Transport_of_glucose_and_other_sugars,_bile_salts_and_organic_acids,_metal_ions_and_amine_compounds
pathway_428808	Na+-dependent_glucose_transporters
pathway_428790	Facilitative_Na+-independent_glucose_transporters
pathway_428776	Class_II_GLUTs
pathway_442660	Na+/Cl-_dependent_neurotransmitter_transporters
pathway_444411	Rhesus_glycoproteins_mediate_ammonium_transport.
pathway_433137	Sodium-coupled_sulphate,_di-_and_tri-carboxylate_transporters
pathway_549132	Organic_cation/anion/zwitterion_transport
pathway_549127	Organic_cation_transport
pathway_561048	Organic_anion_transport
pathway_425410	Metal_ion_SLC_transporters
pathway_435354	Zinc_transporters
pathway_442380	Zinc_influx_into_cells_by_the_SLC39_gene_family
pathway_435368	Zinc_efflux_and_compartmentalization_by_the_SLC30_family
pathway_429593	Inositol_transporters
pathway_433692	Proton-coupled_monocarboxylate_transport
pathway_425393	Transport_of_inorganic_cations/anions_and_amino_acids/oligopeptides
pathway_425561	Sodium/Calcium_exchangers
pathway_425381	Bicarbonate_transporters
pathway_352230	Amino_acid_transport_across_the_plasma_membrane
pathway_425986	Sodium/Proton_exchangers
pathway_428643	Organic_anion_transporters
pathway_427975	Proton/oligopeptide_cotransporters
pathway_426117	Cation-coupled_Chloride_cotransporters
pathway_427652	Sodium-coupled_phosphate_cotransporters
pathway_427589	Type_II_Na+/Pi_cotransporters
pathway_427601	Multifunctional_anion_exchangers
pathway_428559	Proton-coupled_neutral_amino_acid_transporters
pathway_425397	Transport_of_vitamins,_nucleosides,_and_related_molecules
pathway_879518	Transport_of_organic_anions
pathway_83936	Transport_of_nucleosides_and_free_purine_and_pyrimidine_bases_across_the_plasma_membrane
pathway_727802	Transport_of_nucleotide_sugars
pathway_804914	Transport_of_fatty_acids
pathway_983712	Ion_channel_transport
pathway_2672351	Stimuli-sensing_channels
pathway_3295583	TRP_channels
pathway_936837	Ion_transport_by_P-type_ATPases
pathway_975298	Ligand-gated_ion_channel_transport
pathway_73894	DNA_Repair
pathway_5358508	Mismatch_Repair
pathway_5358606	Mismatch_repair_(MMR)_directed_by_MSH2:MSH3_(MutSbeta)
pathway_5358565	Mismatch_repair_(MMR)_directed_by_MSH2:MSH6_(MutSalpha)
pathway_73942	DNA_Damage_Reversal
pathway_5657655	MGMT-mediated_DNA_damage_reversal
pathway_73943	Reversal_of_alkylation_damage_by_DNA_dioxygenases
pathway_112126	ALKBH3_mediated_reversal_of_alkylation_damage
pathway_112122	ALKBH2_mediated_reversal_of_alkylation_damage
pathway_6783310	Fanconi_Anemia_Pathway
pathway_73884	Base_Excision_Repair
pathway_73929	Base-Excision_Repair,_AP_Site_Formation
pathway_73927	Depurination
pathway_110330	Recognition_and_association_of_DNA_glycosylase_with_site_containing_an_affected_purine
pathway_110331	Cleavage_of_the_damaged_purine
pathway_73928	Depyrimidination
pathway_110328	Recognition_and_association_of_DNA_glycosylase_with_site_containing_an_affected_pyrimidine
pathway_110329	Cleavage_of_the_damaged_pyrimidine_
pathway_73933	Resolution_of_Abasic_Sites_(AP_sites)
pathway_110381	Resolution_of_AP_sites_via_the_single-nucleotide_replacement_pathway
pathway_73930	Abasic_sugar-phosphate_removal_via_the_single-nucleotide_replacement_pathway
pathway_110357	Displacement_of_DNA_glycosylase_by_APEX1
pathway_5649702	APEX1-Independent_Resolution_of_AP_Sites_via_the_Single_Nucleotide_Replacement_Pathway
pathway_110373	Resolution_of_AP_sites_via_the_multiple-nucleotide_patch_replacement_pathway
pathway_110362	POLB-Dependent_Long_Patch_Base_Excision_Repair
pathway_5651801	PCNA-Dependent_Long_Patch_Base_Excision_Repair
pathway_5693532	DNA_Double-Strand_Break_Repair
pathway_5693538	Homology_Directed_Repair
pathway_5685939	HDR_through_MMEJ_(alt-NHEJ)
pathway_5693567	HDR_through_Homologous_Recombination_(HR)_or_Single_Strand_Annealing_(SSA)
pathway_5693607	Processing_of_DNA_double-strand_break_ends
pathway_5685942	HDR_through_Homologous_Recombination_(HRR)
pathway_5693579	Homologous_DNA_Pairing_and_Strand_Exchange
pathway_5693616	Presynaptic_phase_of_homologous_DNA_pairing_and_strand_exchange
pathway_5693537	Resolution_of_D-Loop_Structures
pathway_5693568	Resolution_of_D-loop_Structures_through_Holliday_Junction_Intermediates
pathway_5693554	Resolution_of_D-loop_Structures_through_Synthesis-Dependent_Strand_Annealing_(SDSA)
pathway_5685938	HDR_through_Single_Strand_Annealing_(SSA)
pathway_5693606	DNA_Double_Strand_Break_Response
pathway_5693565	Recruitment_and_ATM-mediated_phosphorylation_of_repair_and_signaling_proteins_at_DNA_double_strand_breaks
pathway_5693548	Sensing_of_DNA_Double_Strand_Breaks
pathway_5693571	Nonhomologous_End-Joining_(NHEJ)
pathway_73893	DNA_Damage_Bypass
pathway_110313	Translesion_synthesis_by_Y_family_DNA_polymerases_bypasses_lesions_on_DNA_template
pathway_5656169	Termination_of_translesion_DNA_synthesis
pathway_110320	Translesion_Synthesis_by_POLH
pathway_5656121	Translesion_synthesis_by_POLI
pathway_110312	Translesion_synthesis_by_REV1
pathway_5655862	Translesion_synthesis_by_POLK
pathway_110314	Recognition_of_DNA_damage_by_PCNA-containing_replication_complex
pathway_5696398	Nucleotide_Excision_Repair
pathway_5696399	Global_Genome_Nucleotide_Excision_Repair_(GG-NER)
pathway_5696394	DNA_Damage_Recognition_in_GG-NER
pathway_5696397	Gap-filling_DNA_repair_synthesis_and_ligation_in_GG-NER
pathway_5696395	Formation_of_Incision_Complex_in_GG-NER
pathway_5696400	Dual_Incision_in_GG-NER
pathway_6781827	Transcription-Coupled_Nucleotide_Excision_Repair_(TC-NER)
pathway_6782210	Gap-filling_DNA_repair_synthesis_and_ligation_in_TC-NER
pathway_6782135	Dual_incision_in_TC-NER
pathway_6781823	Formation_of_TC-NER_Pre-Incision_Complex
pathway_1640170	Cell_Cycle
pathway_73886	Chromosome_Maintenance
pathway_774815	Nucleosome_assembly
pathway_606279	Deposition_of_new_CENPA-containing_nucleosomes_at_the_centromere
pathway_157579	Telomere_Maintenance
pathway_180786	Extension_of_Telomeres
pathway_174417	Telomere_C-strand_(Lagging_Strand)_Synthesis
pathway_174411	Polymerase_switching_on_the_C-strand_of_the_telomere
pathway_174414	Processive_synthesis_on_the_C-strand_of_the_telomere
pathway_174437	Removal_of_the_Flap_Intermediate_from_the_C-strand
pathway_174430	Telomere_C-strand_synthesis_initiation
pathway_171319	Telomere_Extension_By_Telomerase
pathway_171306	Packaging_Of_Telomere_Ends
pathway_69278	Cell_Cycle,_Mitotic
pathway_68886	M_Phase
pathway_68875	Mitotic_Prophase
pathway_2465910	MASTL_Facilitates_Mitotic_Progression
pathway_2980766	Nuclear_Envelope_Breakdown
pathway_3301854	Nuclear_Pore_Complex_(NPC)_Disassembly
pathway_2980767	Activation_of_NIMA_Kinases_NEK9,_NEK6,_NEK7
pathway_4419969	Depolymerisation_of_the_Nuclear_Lamina
pathway_2993913	Clearance_of_Nuclear_Envelope_Membranes_from_Chromatin
pathway_162658	Golgi_Cisternae_Pericentriolar_Stack_Reorganization
pathway_2299718	Condensation_of_Prophase_Chromosomes
pathway_68884	Mitotic_Telophase/Cytokinesis
pathway_2470946	Cohesin_Loading_onto_Chromatin
pathway_68877	Mitotic_Prometaphase
pathway_2514853	Condensation_of_Prometaphase_Chromosomes
pathway_2500257	Resolution_of_Sister_Chromatid_Cohesion
pathway_2555396	Mitotic_Metaphase_and_Anaphase
pathway_68882	Mitotic_Anaphase
pathway_2467813	Separation_of_Sister_Chromatids
pathway_2995410	Nuclear_Envelope_Reassembly
pathway_2995383	Initiation_of_Nuclear_Envelope_Reformation
pathway_68881	Mitotic_Metaphase/Anaphase_Transition
pathway_68874	M/G1_Transition
pathway_69002	DNA_Replication_Pre-Initiation
pathway_68962	Activation_of_the_pre-replicative_complex
pathway_68867	Assembly_of_the_pre-replicative_complex
pathway_68616	Assembly_of_the_ORC_complex_at_the_origin_of_replication
pathway_68689	CDC6_association_with_the_ORC:origin_complex
pathway_68827	CDT1_association_with_the_CDC6:ORC:origin_complex
pathway_69304	Regulation_of_DNA_replication
pathway_69298	Association_of_licensing_factors_with_the_pre-replicative_complex
pathway_69300	Removal_of_licensing_factors_from_origins
pathway_69017	CDK-mediated_phosphorylation_and_removal_of_Cdc6
pathway_68949	Orc1_removal_from_chromatin
pathway_453274	Mitotic_G2-G2/M_phases
pathway_68911	G2_Phase
pathway_69275	G2/M_Transition
pathway_156711	Polo-like_kinase_mediated_events
pathway_2565942	Regulation_of_PLK1_Activity_at_G2/M_Transition
pathway_380287	Centrosome_maturation
pathway_380284	Loss_of_proteins_required_for_interphase_microtubule_organizationÂ_from_the_centrosome
pathway_380259	Loss_of_Nlp_from_mitotic_centrosomes
pathway_380270	Recruitment_of_mitotic_centrosome_proteins_and_complexes
pathway_380320	Recruitment_of_NuMA_to_mitotic_centrosomes
pathway_69273	Cyclin_A/B1_associated_events_during_G2/M_transition
pathway_170145	Phosphorylation_of_proteins_involved_in_the_G2/M_transition_by_Cyclin_A:Cdc2_complexes
pathway_157881	Cyclin_B2_mediated_events
pathway_453279	Mitotic_G1-G1/S_phases
pathway_1538133	G0_and_Early_G1
pathway_69236	G1_Phase
pathway_69231	Cyclin_D_associated_events_in_G1
pathway_69206	G1/S_Transition
pathway_68962	Activation_of_the_pre-replicative_complex
pathway_69205	G1/S-Specific_Transcription
pathway_69202	Cyclin_E_associated_events_during_G1/S_transition_
pathway_187577	SCF(Skp2)-mediated_degradation_of_p27/p21
pathway_69200	Phosphorylation_of_proteins_involved_in_G1/S_transition_by_active_Cyclin_E:Cdk2_complexes
pathway_113510	E2F_mediated_regulation_of_DNA_replication
pathway_113501	Inhibition_of_replication_initiation_of_damaged_DNA_by_RB1/E2F1
pathway_113507	E2F-enabled_inhibition_of_pre-replication_complex_formation
pathway_453276	Regulation_of_mitotic_cell_cycle
pathway_174143	APC/C-mediated_degradation_of_cell_cycle_proteins
pathway_174084	Autodegradation_of_Cdh1_by_Cdh1:APC/C
pathway_176408	Regulation_of_APC/C_activators_between_G1/S_and_early_anaphase
pathway_141405	Inhibition_of_the_proteolytic_activity_of_APC/C_required_for_the_onset_of_anaphase_by_mitotic_spindle_checkpoint_components
pathway_141430	Inactivation_of_APC/C_via_direct_inhibition_of_the_APC/C_complex
pathway_176417	Phosphorylation_of_Emi1
pathway_174113	SCF-beta-TrCP_mediated_degradation_of_Emi1
pathway_176814	Activation_of_APC/C_and_APC/C:Cdc20_mediated_degradation_of_mitotic_proteins
pathway_176412	Phosphorylation_of_the_APC/C
pathway_176409	APC/C:Cdc20_mediated_degradation_of_mitotic_proteins
pathway_174048	APC/C:Cdc20_mediated_degradation_of_Cyclin_B
pathway_174154	APC/C:Cdc20_mediated_degradation_of_Securin
pathway_179419	APC:Cdc20_mediated_degradation_of_cell_cycle_proteins_prior_to_satisfation_of_the_cell_cycle_checkpoint
pathway_179409	APC-Cdc20_mediated_degradation_of_Nek2A
pathway_174184	Cdc20:Phospho-APC/C_mediated_degradation_of_Cyclin_A
pathway_174178	APC/C:Cdh1_mediated_degradation_of_Cdc20_and_other_APC/C:Cdh1_targeted_proteins_in_late_mitosis/early_G1
pathway_176407	Conversion_from_APC/C:Cdc20_to_APC/C:Cdh1_in_late_anaphase
pathway_69242	S_Phase
pathway_69656	Cyclin_A:Cdk2-associated_events_at_S_phase_entry
pathway_187577	SCF(Skp2)-mediated_degradation_of_p27/p21
pathway_69239	Synthesis_of_DNA
pathway_69052	Switching_of_origins_to_a_post-replicative_state
pathway_69017	CDK-mediated_phosphorylation_and_removal_of_Cdc6
pathway_68949	Orc1_removal_from_chromatin
pathway_69190	DNA_strand_elongation
pathway_69109	Leading_Strand_Synthesis
pathway_69091	Polymerase_switching
pathway_69186	Lagging_Strand_Synthesis
pathway_69091	Polymerase_switching
pathway_69183	Processive_synthesis_on_the_lagging_strand
pathway_69166	Removal_of_the_Flap_Intermediate
pathway_176974	Unwinding_of_DNA
pathway_68952	DNA_replication_initiation
pathway_2468052	Establishment_of_Sister_Chromatid_Cohesion
pathway_75815	Ubiquitin-dependent_degradation_of_Cyclin_D
pathway_69229	Ubiquitin-dependent_degradation_of_Cyclin_D1
pathway_69620	Cell_Cycle_Checkpoints
pathway_69481	G2/M_Checkpoints
pathway_176187	Activation_of_ATR_in_response_to_replication_stress
pathway_69473	G2/M_DNA_damage_checkpoint
pathway_75035	Chk1/Chk2(Cds1)_mediated_inactivation_of_Cyclin_B:Cdk1_complex
pathway_69478	G2/M_DNA_replication_checkpoint
pathway_69618	Mitotic_Spindle_Checkpoint
pathway_141424	Amplification_of_signal_from_the_kinetochores
pathway_141444	Amplification	of_signal_from_unattached	kinetochores_via_a_MAD2	inhibitory_signal
pathway_141405	Inhibition_of_the_proteolytic_activity_of_APC/C_required_for_the_onset_of_anaphase_by_mitotic_spindle_checkpoint_components
pathway_141430	Inactivation_of_APC/C_via_direct_inhibition_of_the_APC/C_complex
pathway_69615	G1/S_DNA_Damage_Checkpoints
pathway_69613	p53-Independent_G1/S_DNA_damage_checkpoint
pathway_69610	p53-Independent_DNA_Damage_Response
pathway_69601	Ubiquitin_Mediated_Degradation_of_Phosphorylated_Cdc25A
pathway_69580	p53-Dependent_G1/S_DNA_damage_checkpoint
pathway_69563	p53-Dependent_G1_DNA_Damage_Response
pathway_69560	Transcriptional_activation_of_p53_responsive_genes	
pathway_69895	Transcriptional	activation_of	cell_cycle_inhibitor_p21_
pathway_69541	Stabilization_of_p53
pathway_349425	Autodegradation_of_the_E3_ubiquitin_ligase_COP1
pathway_1500620	Meiosis
pathway_912446	Meiotic_recombination
pathway_1221632	Meiotic_synapsis
pathway_4839726	Chromatin_organization
pathway_3247509	Chromatin_modifying_enzymes
pathway_3214815	HDACs_deacetylate_histones
pathway_3214847	HATs_acetylate_histones
pathway_3214841	PKMTs_methylate_histone_lysines
pathway_3214858	RMTs_methylate_histone_arginines
pathway_3214842	HDMs_demethylate_histones
pathway_162582	Signal_Transduction
pathway_2187338	Visual_phototransduction
pathway_2453902	The_canonical_retinoid_cycle_in_rods_(twilight_vision)
pathway_2466712	Biosynthesis_of_A2E,_implicated_in_retinal_degradation
pathway_2187335	The_retinoid_cycle_in_cones_(daylight_vision)
pathway_975634	Retinoid_metabolism_and_transport
pathway_2514856	The_phototransduction_cascade
pathway_2514859	Inactivation,_recovery_and_regulation_of_the_phototransduction_cascade
pathway_2485179	Activation_of_the_phototransduction_cascade
pathway_194315	Signaling_by_Rho_GTPases
pathway_194840	Rho_GTPase_cycle
pathway_195258	RHO_GTPase_Effectors
pathway_5626467	RHO_GTPases_activate_IQGAPs
pathway_5663220	RHO_GTPases_Activate_Formins
pathway_5668599	RHO_GTPases_Activate_NADPH_Oxidases
pathway_5625900	RHO_GTPases_activate_CIT
pathway_5625970	RHO_GTPases_activate_KTN1
pathway_5627117	RHO_GTPases_Activate_ROCKs
pathway_5627123	RHO_GTPases_activate_PAKs
pathway_5627083	RHO_GTPases_regulate_CFTR_trafficking
pathway_5666185	RHO_GTPases_Activate_Rhotekin_and_Rhophilins
pathway_5625740	RHO_GTPases_activate_PKNs
pathway_5625886	Activated_PKN1_stimulates_transcription_of_AR_(androgen_receptor)_regulated_genes_KLK2_and_KLK3
pathway_5663213	RHO_GTPases_Activate_WASPs_and_WAVEs
pathway_5362517	Signaling_by_Retinoic_Acid
pathway_5365859	RA_biosynthesis_pathway
pathway_2586552	Signaling_by_Leptin
pathway_5673001	RAF/MAP_kinase_cascade
pathway_5675221	Negative_regulation_of_MAPK_pathway
pathway_5674499	Negative_feedback_regulation_of_MAPK_pathway
pathway_5673000	RAF_activation
pathway_5674135	MAP2K_and_MAPK_activation
pathway_5658442	Regulation_of_RAS_by_GAPs
pathway_73887	Death_Receptor_Signalling
pathway_75157	FasL/_CD95L_signaling
pathway_75893	TNF_signaling
pathway_5626978	TNFR1-mediated_ceramide_production
pathway_5357956	TNFR1-induced_NFkappaB_signaling_pathway
pathway_5357905	Regulation_of_TNFR1_signaling
pathway_5357786	TNFR1-induced_proapoptotic_signaling
pathway_75158	TRAIL	signaling
pathway_372790	Signaling_by_GPCR
pathway_111885	Opioid_Signalling
pathway_112040	G-protein_mediated_events
pathway_170670	Adenylate_cyclase_inhibitory_pathway
pathway_170660	Adenylate_cyclase_activating_pathway
pathway_112043	PLC_beta_mediated_events
pathway_111996	Ca-dependent_events
pathway_111995	phospho-PLA2_pathway
pathway_111997	CaM_pathway
pathway_111933	Calmodulin_induced_events
pathway_111931	PKA-mediated_phosphorylation_of_CREB
pathway_163615	PKA_activation
pathway_111932	CaMK_IV-mediated_phosphorylation_of_CREB
pathway_111957	Cam-PDE_1_activation
pathway_180024	DARPP-32_events
pathway_202040	G-protein_activation
pathway_881907	Gastrin-CREB_signalling_pathway_via_PKC_and_MAPK
pathway_5673001	RAF/MAP_kinase_cascade
pathway_5658442	Regulation_of_RAS_by_GAPs
pathway_5675221	Negative_regulation_of_MAPK_pathway
pathway_5674499	Negative_feedback_regulation_of_MAPK_pathway
pathway_5673000	RAF_activation
pathway_5674135	MAP2K_and_MAPK_activation
pathway_416476	G_alpha_(q)_signalling_events
pathway_114508	Effects_of_PIP2_hydrolysis
pathway_426048	Arachidonate_production_from_DAG
pathway_2179392	EGFR_Transactivation_by_Gastrin
pathway_500792	GPCR_ligand_binding
pathway_373080	Class_B/2_(Secretin_family_receptors)
pathway_419812	Calcitonin-like_ligand_receptors
pathway_420092	Glucagon-type_ligand_receptors
pathway_420499	Class_C/3_(Metabotropic_glutamate/pheromone_receptors)
pathway_373076	Class_A/1_(Rhodopsin-like_receptors)
pathway_419408	Lysosphingolipid_and_LPA_receptors
pathway_418038	Nucleotide-like_(purinergic)_receptors
pathway_417973	Adenosine_P1_receptors
pathway_417957	P2Y_receptors
pathway_375280	Amine_ligand-binding_receptors
